,Actual,RF,KNN,LR,Logistic Regression,Random Forest
44571,0,1,1.0,1,0.576006275600483,0.570023625279661
45166,1,1,0.6666666666666666,1,0.8859480339327729,0.7027732079140497
29800,0,0,0.0,0,0.05608118892299942,0.04787122128110747
42782,1,1,0.6666666666666666,1,0.6271073339111874,0.6359511878224468
40643,1,0,0.6666666666666666,0,0.3781793800607367,0.2434173096426385
44130,0,0,0.0,0,0.07801293295655015,0.097073057776605
42723,1,1,0.6666666666666666,1,0.6608661697748722,0.7471622658901022
43871,0,0,0.0,0,0.023549752318793,0.12365070901052995
42877,1,0,0.0,0,0.15292674609458184,0.199197075849382
10499,0,0,0.0,0,0.019852305619255804,0.03530837054358126
14664,0,0,0.0,0,0.009717452774847077,0.022144138971147358
30553,0,0,0.6666666666666666,0,0.05823564281932382,0.09207177308259361
9242,1,0,0.6666666666666666,1,0.5656536076433518,0.46846584107831757
32124,0,0,0.0,0,0.1839979774135675,0.3036727568125218
20024,0,0,0.0,0,0.02789854633224747,0.04492745336313408
12187,0,0,0.0,0,0.04228896970746213,0.041409148685072006
24227,0,0,0.0,0,0.04097419217643522,0.04246216201180292
19608,0,0,0.0,0,0.05015376723238669,0.05681184494452516
27417,0,0,0.0,0,0.0747050224703379,0.05913860319324777
38257,0,0,0.0,0,0.010186403118104228,0.020834049236617587
40744,1,0,0.0,0,0.09380514323119324,0.10491640837590746
12230,0,0,0.0,0,0.00536574883445973,0.025304431211932762
16430,0,0,0.3333333333333333,0,0.26930976879305807,0.12564621036325566
33594,0,0,0.0,0,0.028581721641905554,0.06369130797290296
7905,0,0,0.0,0,0.052899682900286994,0.05443383535055017
25751,0,0,0.0,0,0.027529263659815412,0.029501362049105407
34564,0,0,0.0,0,0.06389281524094167,0.06189750107018207
21690,0,0,0.0,0,0.009640746492108908,0.0382999135806304
21488,0,0,0.0,0,0.03280978719153083,0.03321361363940356
3016,0,0,0.0,0,0.05034885154465799,0.038231014862724816
29574,0,0,0.0,0,0.028799608802181808,0.04996735287235607
15404,0,0,0.0,0,0.025337926354269184,0.03203531368194041
38436,0,0,0.0,0,0.03636143396500506,0.05434572251786123
44182,0,0,0.0,0,0.013275117115140189,0.023417167641725568
14228,0,0,0.0,0,0.030427284104588993,0.029272714208299647
31671,0,0,0.0,0,0.044916135869418825,0.15821655199416118
42174,1,1,0.6666666666666666,1,0.6285188802154255,0.6655033961782348
41366,0,0,0.3333333333333333,0,0.1267956691670785,0.2101162601617855
29145,0,0,0.0,0,0.04166629876884711,0.04299893978345422
24943,0,0,1.0,1,0.6911951192080855,0.4087273163090645
11711,1,0,0.6666666666666666,1,0.9234973729016209,0.4690928525306068
31039,0,0,0.0,0,0.013020733669376526,0.050562733832097397
35927,0,0,0.0,0,0.03039413415261682,0.03719824189600282
43240,1,0,0.0,0,0.06197816034699507,0.10388435250372294
26275,0,0,0.0,0,0.1413021676442964,0.09735933202038373
3858,0,0,0.0,0,0.051560601859491025,0.053518786229185975
38981,0,0,0.0,0,0.06097345019345926,0.054925152354636575
2817,0,0,0.3333333333333333,0,0.2811171422113886,0.31947708002988334
6887,0,0,0.0,0,0.03678653082629786,0.03173060635797351
28537,0,0,0.0,0,0.15291052646316028,0.09112984685126832
29107,0,0,0.0,0,0.0316149846606884,0.042943993752291056
9266,0,0,0.0,0,0.02694917573586266,0.03157274739016409
13984,0,0,0.0,0,0.074237069213807,0.08545239265848933
31685,0,0,0.0,0,0.03562788806287944,0.04189099445070282
26195,0,0,0.0,0,0.02149983789075941,0.02238894790733995
42057,0,0,0.0,0,0.06805188406597427,0.16832261162197584
1430,0,0,0.0,0,0.056620597788324414,0.07560125807392555
8153,0,0,0.0,0,0.01200560476176695,0.02387409399209655
35319,0,0,0.0,0,0.0600898111312261,0.052862792340336424
7062,0,0,0.0,0,0.01859412181428418,0.024599975482289718
30260,0,0,0.0,0,0.026114753459206257,0.033215993205476434
21412,0,0,0.0,0,0.05536527876332866,0.04611055127334069
621,0,0,0.0,0,0.011169041097552419,0.021147787833896266
27033,0,0,0.6666666666666666,0,0.1854575841594118,0.25494429369946986
20440,0,0,0.0,0,0.03587418898001223,0.03497624803888287
14090,0,0,0.0,0,0.019087129627843775,0.030991851778360686
40027,0,0,0.0,0,0.06283704463622343,0.06673897080821016
7289,0,0,0.0,0,0.02590932964411221,0.029621318541126696
40813,1,1,0.6666666666666666,1,0.6681398273638629,0.690704594045307
4419,0,0,0.0,0,0.0454767236671098,0.032632248179719166
3640,0,0,0.0,0,0.025815698942034036,0.023319434461246652
10388,0,0,0.0,0,0.01655097501509614,0.024901778184472124
10210,0,0,0.3333333333333333,0,0.3157749646013442,0.18412240181217449
21130,0,0,0.0,0,0.08642328458440357,0.0427767704264958
19699,0,0,0.0,0,0.06317815425093838,0.040042107647445375
748,0,0,0.0,0,0.02725058180348648,0.02600488449734021
217,0,0,0.3333333333333333,0,0.17132651596420706,0.09931441274679707
41518,1,0,0.0,0,0.2986296652178087,0.3951108274087103
33153,0,0,0.0,0,0.030035773497433825,0.06397379666705928
41221,1,0,0.3333333333333333,0,0.37300154876334357,0.2939546874905364
38172,0,0,0.0,0,0.023177622795462236,0.04397355320887455
29270,0,0,0.0,0,0.02383233323065932,0.036140280834106336
44697,1,0,0.6666666666666666,0,0.32444321527485387,0.39348887897278684
14168,0,0,0.0,0,0.06983180113985216,0.0435483280680157
43660,0,0,0.0,0,0.01024704191804981,0.020329964906949747
6526,0,0,0.0,0,0.01707074564461448,0.019474250302018655
4995,0,0,0.0,0,0.024662560313666794,0.03511312572380849
28320,0,0,0.0,0,0.15385821928082583,0.08984856553626015
32776,0,0,0.0,0,0.1776493735283708,0.3005101430349482
27519,0,0,0.0,0,0.03166327107989096,0.047482972972569766
38153,0,0,0.3333333333333333,0,0.19750460430885602,0.278903204226124
23423,0,0,0.0,0,0.0487476821360788,0.03770960704353495
43773,1,0,0.3333333333333333,0,0.1434728816905708,0.3546541643469784
2863,0,0,0.0,0,0.03634178538373568,0.02886594225309187
13034,0,0,0.0,0,0.07485273576874803,0.07493506212778563
34236,0,0,0.0,0,0.17503662393578892,0.25534486793165867
39757,0,0,0.3333333333333333,0,0.03631562791351287,0.0635291235728987
5921,0,0,0.0,0,0.3087479764299415,0.35401509544651205
40160,0,0,0.0,0,0.25513384534444816,0.1996624026141735
42738,0,0,0.0,0,0.064664699149657,0.0716430686583696
23430,0,0,0.0,0,0.053053858690014104,0.047786151649079095
1859,0,0,0.0,0,0.04074677605510574,0.031994425047683635
28146,0,0,0.0,0,0.08404510991736948,0.06319570160935788
43347,1,0,0.6666666666666666,1,0.5312571948389052,0.289124643749905
31774,0,0,0.0,0,0.013233471147248094,0.04084864374783121
3431,0,0,0.0,0,0.006259288380184515,0.024422722173422215
20038,0,0,0.0,0,0.2009416967887484,0.10575593377432459
23759,0,0,0.0,0,0.05579551853528405,0.03960106320797005
33315,0,0,0.3333333333333333,0,0.03369156499682814,0.04627723582951951
20997,0,0,0.0,0,0.07813641832522714,0.05741869942125881
20865,0,0,0.6666666666666666,0,0.4820499657621941,0.44454190549088385
41507,0,0,0.6666666666666666,0,0.4267310221931626,0.38526937809319556
25341,0,0,0.0,0,0.12770963251062573,0.07367151530931701
36657,0,0,0.0,0,0.01735825554171183,0.03216277126303429
16954,0,0,0.0,0,0.10449736859465215,0.07341820482408304
31175,0,0,0.3333333333333333,0,0.09185176940646433,0.0661497602519099
40232,0,0,0.0,0,0.020209679665332252,0.04079664733923145
20771,0,0,0.0,0,0.011880985372966038,0.04033124125550156
6921,0,0,0.0,0,0.044589838535526,0.03488633306467612
41526,0,0,0.3333333333333333,0,0.0945538957091695,0.25082298064306596
18741,0,0,0.0,0,0.04946835971208856,0.04847535952145998
42606,0,0,0.0,0,0.0997757634839092,0.09595103254910267
1668,0,0,0.0,0,0.01891825348896792,0.021230413909597953
40932,0,0,1.0,0,0.3288294387782282,0.4619365134104233
39285,0,0,0.0,0,0.03864940673730128,0.0385128379596295
6916,0,0,0.0,0,0.11917669320162028,0.09678682004099048
26700,0,0,0.0,0,0.037571352778634465,0.033756936210527125
23269,0,0,0.0,0,0.04776291542897853,0.042176191062378215
18386,0,0,0.0,0,0.039882970849395696,0.04266196398843391
23319,0,0,0.3333333333333333,0,0.14486252078155723,0.29181913824847533
37689,0,0,0.3333333333333333,0,0.03481925850258071,0.0282338658944008
1850,1,0,0.6666666666666666,1,0.9794292325090401,0.45334278014102325
37307,0,0,0.0,0,0.01995686419551135,0.0237091643693873
2799,1,0,0.3333333333333333,0,0.21888123080875252,0.3502831976310571
14018,0,0,0.0,0,0.02804352883450594,0.035108727059159996
42966,1,1,0.3333333333333333,1,0.7938087237805714,0.7360835655440586
26604,0,0,0.0,0,0.050550614488327414,0.0415717088963858
7821,1,0,0.0,0,0.21236235826363561,0.3570403542012139
39979,1,0,0.6666666666666666,0,0.36695499224085837,0.30514053393222373
30946,0,0,0.0,0,0.013399997665996997,0.026175746203956005
42321,0,0,0.3333333333333333,0,0.25728514671356717,0.11611553107514445
31803,0,0,0.0,0,0.09228785426377115,0.17157785838933942
11210,0,0,0.0,0,0.05291660703232608,0.0538929722950029
24116,1,0,0.3333333333333333,0,0.42267494266673994,0.45907488093919196
38266,0,0,0.0,0,0.0723773140832351,0.07800802641240322
30333,0,0,0.0,0,0.0602413673467126,0.057808553439923194
26021,0,0,0.0,0,0.0827465191289752,0.06613114973009558
12597,0,0,0.3333333333333333,0,0.08802528043134326,0.061247190188560625
17354,0,0,0.0,0,0.0005518167515756109,0.02338081017481641
18614,0,0,0.0,0,0.036799669969429835,0.032897860053151214
25768,0,0,0.0,0,0.02042557493675467,0.021627320460121172
8976,1,0,0.0,0,0.22670663539664512,0.14924225226976656
29950,0,0,0.0,0,0.04014387874752058,0.04129791802152492
31469,0,0,0.0,0,0.3479650843969029,0.12479050267620785
17581,0,0,0.0,0,0.009872871249691878,0.02078379719270107
10536,0,0,0.0,0,0.06932178291341645,0.04684481711521705
44751,1,1,1.0,1,0.6214885552508137,0.7556186974583738
16296,0,0,0.0,0,0.039312521694688574,0.050175671854166784
33802,1,0,0.0,0,0.1363534590705277,0.23077477322340348
31454,0,0,0.0,0,0.2616854426912243,0.14433841140812267
36100,1,0,0.0,0,0.2215744194950536,0.30430192326416833
38337,0,0,0.0,0,0.0345011973330668,0.030366643494229593
6807,0,0,0.0,0,0.09652615309810228,0.04873525943663142
27607,0,0,0.0,0,0.03152267327589528,0.04517414670639847
42932,0,0,1.0,0,0.0793711541146445,0.2120209697910636
16343,0,0,0.0,0,0.018955387422674184,0.022803880317779128
25336,0,0,0.0,0,0.028918487987492705,0.05255169660234434
702,0,0,0.0,0,0.06470762907462993,0.03973547021583166
39248,0,0,0.0,0,0.015469803472172007,0.044836897613325155
30245,1,0,1.0,1,0.5438886321102341,0.4606809972714209
31531,0,0,0.0,0,0.03671511609880863,0.1739679559947081
5011,0,0,0.0,0,0.06606822534873981,0.05128427709891552
3862,0,0,0.3333333333333333,0,0.14777569222321882,0.37048868950392416
19090,0,0,0.0,0,0.1147697715761647,0.0851589501971254
9856,0,0,0.0,0,0.19761612422316713,0.20237138989885292
33326,0,0,0.0,0,0.05451573359923388,0.07794940543898381
32722,0,0,0.0,0,0.04854635085309807,0.06261353712923129
17233,0,0,0.0,0,0.027882270997675783,0.029928153989492615
7822,0,0,0.6666666666666666,0,0.2926452449929284,0.42897067970244696
2767,1,0,0.6666666666666666,0,0.373089103344007,0.4283600930526611
34965,1,0,0.0,0,0.26035431351388727,0.35994494481212774
15145,0,0,0.3333333333333333,0,0.23913026178069222,0.31999534848780486
15724,0,0,0.0,0,0.05705247293934846,0.05587104405082918
31540,0,0,0.0,0,0.04515643365109729,0.08481850876707966
13120,0,0,0.0,0,0.06064414337220059,0.05209151051889751
1183,0,0,0.0,0,0.023913522038605035,0.02283784203175203
10539,0,0,0.0,0,0.005065565264533783,0.02571923299601979
16861,0,0,0.0,0,0.046792965019022484,0.03748592040882991
4071,0,0,0.0,0,0.037104412267429415,0.04610901517439666
24869,0,0,0.0,0,0.048760988293283826,0.11357544486331864
5003,1,0,0.3333333333333333,0,0.13891324315892836,0.10603260285030457
41877,0,0,0.0,0,0.0920558118198921,0.18476940336398612
42427,0,1,0.3333333333333333,1,0.5948321203284848,0.6037318408936831
35143,0,0,0.0,0,0.03178464236654706,0.03267466068786713
10608,0,0,0.0,0,0.034336879043659944,0.04438413809518535
19607,0,0,0.0,0,0.0505897552947337,0.04672480968580865
6882,0,0,0.0,0,0.1038899717150606,0.07461772901461923
4524,0,0,0.3333333333333333,0,0.0638974895149343,0.039357612521215175
9073,0,0,0.0,0,0.13527410647827978,0.08407413207554569
18662,0,0,0.0,0,0.017995081599849277,0.02548688060139445
27616,0,0,0.0,0,0.005285939433932252,0.020366286790961294
43956,0,0,0.3333333333333333,0,0.09567229131052385,0.072799547071134
15601,0,0,0.0,0,0.02448017428557647,0.02754836129954323
16711,0,0,0.0,0,0.15048986311122384,0.19665435460907146
13793,0,0,0.0,0,0.05334715693939141,0.0635852667885371
17294,0,0,0.0,0,0.010900848110859096,0.02060693257430203
19826,0,0,0.0,0,0.06799926573042694,0.04189889434731699
4741,0,0,0.0,0,0.020066483933432605,0.021959800040004866
9441,1,0,0.0,0,0.10339924891894209,0.08471426245180108
2705,0,0,0.0,0,0.01619626141562988,0.026124489313611242
4813,1,0,0.0,0,0.11402276674293696,0.25825492033601366
24799,0,0,0.0,0,0.09855502313120258,0.07141518310288651
5170,0,0,0.3333333333333333,0,0.12067202431091988,0.30885500753600836
15267,0,0,0.0,0,0.041342640385683055,0.05120562949103388
25100,0,0,0.0,0,0.0249224339192944,0.023298563107072023
12527,0,0,0.0,0,0.0790661031981769,0.05935963209589258
17050,0,0,0.0,0,0.14412533771148867,0.30688811935836857
37191,0,0,0.0,0,0.0886106032938395,0.07463727301903464
36682,0,0,0.0,0,0.03753362936174645,0.03336133778124226
3375,0,0,0.0,0,0.023296106753900387,0.023109522359596835
36504,0,0,0.0,0,0.018610527422093293,0.028586212321916705
43673,1,1,1.0,1,0.5409653548113109,0.5593768849390351
7327,0,0,0.0,0,0.04136078442894051,0.04392268439626259
20222,0,0,0.0,0,0.073340119303681,0.048169597889651805
39342,0,0,0.0,0,0.01418503669974318,0.024378718482296002
32410,0,0,0.3333333333333333,0,0.21235306806472365,0.31214762356630366
12859,0,0,0.0,0,0.04508791798524598,0.04038257313747713
23878,0,0,0.0,0,0.07202922498857942,0.04019446826758903
3125,0,0,0.0,0,0.01590007359289806,0.02326148434872047
12604,0,0,0.0,0,0.011351215378224054,0.023996840488193585
2181,0,0,0.0,0,0.017525102149059744,0.022793092405603677
30679,1,0,0.6666666666666666,1,0.8950764431617221,0.4617112167125495
15146,0,0,0.0,0,0.1427960091562127,0.09067101789370083
5186,0,0,0.0,0,0.029028579477857846,0.03821796393886025
13400,0,0,0.0,0,0.03180187134640563,0.02592630264282424
35116,0,0,0.0,0,0.025175298625067413,0.0215261614625044
35937,0,0,0.0,0,0.13610112247809739,0.04296230791355814
465,0,0,0.0,0,0.05273769938380666,0.06548555036742308
1165,0,0,0.0,0,0.04038964386975194,0.034849573347478756
35284,0,0,0.0,0,0.012745157555565607,0.019223783802517394
25670,0,0,0.0,0,0.05706125722609171,0.04349660694610507
29707,0,0,0.3333333333333333,0,0.057553826117398864,0.06446049449620357
6418,0,0,0.0,0,0.022499211097469073,0.021718454711596443
17104,1,0,0.6666666666666666,0,0.4634825789620356,0.4921832642471687
18988,0,0,0.0,0,0.09142091201658818,0.08664659951807199
21935,0,0,0.0,0,0.025408021225410016,0.04303112360952607
35177,0,0,0.0,0,0.07083071085388139,0.05239720546538087
29997,0,0,0.3333333333333333,0,0.11200747857913594,0.0637232694333464
27349,0,0,0.0,0,0.3510748032721613,0.3022418171908852
16987,0,0,0.6666666666666666,0,0.3126411974405537,0.33772359104501487
28790,0,0,0.0,0,0.4853340761507175,0.3554969626068348
22518,0,0,0.0,0,0.032041401580870266,0.036472110280212806
8407,0,0,1.0,0,0.1905476937142505,0.29669097421565477
21456,0,0,0.0,0,0.08231599996587365,0.09306111452264133
37109,0,0,0.0,0,0.028250952448840697,0.025738921050903658
18035,0,0,0.0,0,0.01493127564589884,0.026940086389290668
42043,1,1,0.0,1,0.9775916370313736,0.5127290161606941
10820,0,0,0.0,0,0.048536073599097285,0.051991389687307835
2189,0,0,0.3333333333333333,0,0.0937730402559007,0.09588677459793774
26912,0,0,0.0,0,0.029744393765953947,0.04418908141536662
31739,0,0,0.0,0,0.24236911606675965,0.10834714282585821
5687,0,0,0.0,0,0.10060864160951231,0.07576175566611595
22718,0,0,0.3333333333333333,0,0.04433466478813951,0.04637476791560894
40476,0,0,0.6666666666666666,0,0.09639252330216164,0.11390209968748169
16864,1,0,0.6666666666666666,1,0.8676715052719969,0.46315479272632093
35644,0,0,0.0,0,0.014108530578076171,0.02088307069668228
38878,0,0,0.0,0,0.03502437224116553,0.04069833628025932
17860,0,0,0.0,0,0.043042439688630925,0.041211899457658754
38246,0,0,0.0,0,0.07390304491765622,0.07803646577473587
43637,1,0,0.0,0,0.17222158545039226,0.1803126361126137
33627,0,0,0.0,0,0.030668828233442347,0.048097659619251415
44990,1,1,0.6666666666666666,1,0.57417403561368,0.6479279880999255
8288,0,0,0.0,0,0.10304202390210893,0.10487677888868731
5343,0,0,0.0,0,0.05189562065565565,0.03647676193990437
2331,0,0,0.0,0,0.031517031780105245,0.02402467250298849
36791,0,0,0.0,0,0.017577482188134506,0.026733538851545814
24542,0,0,0.3333333333333333,0,0.07457246092084883,0.05619615880808621
12286,0,0,0.0,0,0.11071589838134573,0.049167034933768776
13326,0,0,0.0,0,0.03218200656364343,0.03832376582060919
41497,1,0,0.0,0,0.08189640396599539,0.2551192812045189
35717,0,0,0.0,0,0.02875889209311293,0.027904669841740167
17132,0,0,0.0,0,0.04446746771297795,0.06843315099747754
19032,0,0,0.0,0,0.03436204567154051,0.03746867914568155
25244,0,0,0.6666666666666666,0,0.24679317164559672,0.13436023369456532
1406,0,0,0.0,0,0.06352166070998305,0.048834531790739065
5165,0,0,0.0,0,0.021744455309808022,0.02672093265350827
42992,1,0,0.0,0,0.03569996435982483,0.05282941985270946
35991,0,0,0.0,0,0.018920311380475723,0.01963857633785557
22062,0,0,0.0,0,0.049515392711050314,0.037230227931954754
21990,0,0,0.0,0,0.021281379730560462,0.03867175361398806
28317,0,0,0.0,0,0.016220266264901376,0.03449291903737064
3461,0,0,0.0,0,0.03349237431899918,0.029768860360075984
6885,0,0,0.0,0,0.04549485851711898,0.0538313543301469
35088,0,0,0.0,0,0.01801298248122267,0.022940671226317634
12650,1,1,1.0,1,0.9452750236181401,0.5070801513450116
18924,0,0,0.0,0,0.061328165688758825,0.06361012910777168
17442,0,0,0.0,0,0.08995849397633653,0.08341488236197155
14584,0,0,0.3333333333333333,0,0.4780647720464302,0.4585780066285344
19959,0,0,0.0,0,0.03906358098241075,0.03347978394836729
12451,0,0,0.0,0,0.04680258636027238,0.09373588573012956
21940,0,0,0.0,0,0.03965964635580689,0.03501648685288734
27991,0,0,0.0,0,0.07342408597120631,0.05278492314116002
20708,0,0,0.0,0,0.11210063634761458,0.09027806907231228
23737,0,0,0.0,0,0.025477631770295946,0.02992297248681742
9806,0,0,0.0,0,0.14140297358321874,0.09035832880616261
5625,0,0,0.0,0,0.06651825415234146,0.05598774828843791
14763,0,0,0.0,0,0.03716863793363129,0.05005210684395901
35056,0,0,0.0,0,0.023192620582160563,0.03362890622644321
17141,0,0,0.3333333333333333,0,0.03595191762476983,0.1643344079622753
1402,0,0,0.0,0,0.017746091649265973,0.02949382354289144
6316,0,0,0.0,0,0.054795743285169646,0.038813377040204086
10074,0,0,0.3333333333333333,0,0.19215602112388344,0.13541683828471168
15656,0,0,0.0,0,0.05314232854577943,0.06211289464804478
21012,0,0,0.0,0,0.05693686770515467,0.038608973419316385
41616,0,1,0.0,1,0.9111534716147712,0.5171674153912358
44435,1,1,0.6666666666666666,0,0.3780953091232254,0.6064392430913543
27271,0,0,0.0,0,0.06024989686166233,0.08648387752939174
7406,0,0,0.3333333333333333,0,0.05187665338405461,0.037871632353030954
13039,0,0,0.0,0,0.03772361571002395,0.03775988615432292
40908,1,1,1.0,1,0.6957675278680413,0.6584649682427536
26110,1,0,1.0,1,0.9152291295355014,0.43614018252630066
34127,1,0,0.6666666666666666,0,0.19845700126373503,0.3011506430825362
22982,0,0,0.0,0,0.04775663908850168,0.05088552052958538
30166,0,0,0.0,0,0.06685309146808645,0.08450238533772056
14200,0,0,0.0,0,0.01362196020469538,0.033419584364795724
43601,0,0,0.3333333333333333,0,0.06557367840243757,0.21484261229799267
22096,0,0,0.0,0,0.11029924008132598,0.09258660392297319
10202,0,0,0.0,0,0.013911388675761407,0.038766405640114805
1271,0,0,0.0,0,0.025985230845451266,0.03217009959977516
21504,0,0,0.0,0,0.10646999488213013,0.057969457564221824
10091,0,0,0.0,0,0.020904240181291233,0.029346687174187504
20416,0,0,0.0,0,0.0757656365366499,0.05513167582916264
31360,0,0,0.0,0,0.06068989075128859,0.0780372048636085
14563,0,0,0.6666666666666666,0,0.16125326561160438,0.3391653867970135
42662,0,0,0.3333333333333333,0,0.20509534904741994,0.43205763203644265
16951,0,0,0.0,0,0.006579995061842851,0.023968757888478763
14134,0,0,0.0,0,0.024909076376533456,0.028611930137512273
16831,0,0,0.0,0,0.027575920127632988,0.033948998263261275
17444,0,0,0.0,0,0.05411479396458053,0.0455379379879168
14403,0,0,0.0,0,0.0288193054038384,0.028265315566073337
37170,0,0,0.0,0,0.08980924552405734,0.07332197616108983
16153,0,0,0.3333333333333333,0,0.10567819240806046,0.23168520148026028
20630,0,0,0.0,0,0.053135645183389466,0.0522679614325359
37820,0,0,0.0,0,0.17088817913539775,0.21328804172558471
5766,0,0,0.3333333333333333,0,0.02441186745405633,0.027154226738627052
13511,0,0,0.0,0,0.03622040093786713,0.05019197967248284
31967,0,0,0.0,0,0.0147436441424599,0.05329209542054059
23002,0,0,0.0,0,0.009312730131697793,0.046229788000360865
4962,0,0,0.0,0,0.022882660132388852,0.025186369294661344
33856,0,0,0.3333333333333333,0,0.04710767299645297,0.20967355928656065
25730,0,0,0.0,0,0.025966092019056513,0.02725520097074361
22782,0,0,0.0,0,0.0081119257847746,0.03628141420589222
31591,0,0,1.0,1,0.5807055821143626,0.46142489447752466
40965,0,0,0.0,0,0.03171031338612882,0.03712795532266012
31148,1,0,0.0,0,0.09495461399920689,0.06505491111537326
21426,0,0,0.0,0,0.0841036884960691,0.054151659983676007
1503,0,0,0.0,0,0.032672910940353767,0.03279518611499001
5457,0,0,0.0,0,0.022033201299295226,0.07292439612694071
19036,0,0,0.0,0,0.05205459252232036,0.04220082773951154
42542,1,1,1.0,1,0.6141298405800754,0.6645906685791904
26221,0,0,0.0,0,0.08067513886335755,0.06212941918371698
10915,0,0,0.0,0,0.3180654867096595,0.3112303119110902
30076,0,0,0.0,0,0.4578222290782703,0.4330779479790837
2549,0,0,0.0,0,0.017302611928932482,0.02800579818788985
44498,1,1,0.6666666666666666,1,0.9600012001164727,0.7393820755318976
647,0,0,0.0,0,0.030622152835437847,0.028974925700952656
44283,0,0,0.0,0,0.06196386782226899,0.04559844118083178
17972,0,0,0.0,0,0.052336538774773546,0.053701624091252495
31727,0,0,0.6666666666666666,0,0.09552735021016868,0.11020064708865923
31396,1,0,0.0,0,0.12337668450452566,0.09384244916509754
38819,0,0,0.3333333333333333,0,0.45465919908134067,0.43567718126788674
1594,0,0,0.3333333333333333,0,0.044319142943507465,0.039047650371901645
38005,1,0,1.0,1,0.5170509581275102,0.4321941394846073
18388,0,0,0.0,0,0.01714661180798237,0.026861349664469063
1484,0,0,0.0,0,0.0442741019554118,0.03482044987671385
22256,0,0,0.0,0,0.03794178197380603,0.037885941400022494
41593,0,0,0.0,0,0.1206188642913394,0.3015890217403608
18618,0,0,0.0,0,0.0011273555813965516,0.02165012676075241
2544,0,0,0.0,0,0.014650380456047284,0.020558065104412937
20071,0,0,0.6666666666666666,0,0.2464712320527287,0.12682544895005368
38281,0,0,0.3333333333333333,1,0.6037854613388469,0.40855848678424417
28119,0,0,0.0,0,0.09733381723769426,0.05357175031285037
31666,0,0,0.0,0,0.04453784785721028,0.04925545309931077
9761,0,0,0.0,0,0.0786005194304629,0.046955601485919055
20697,0,0,0.3333333333333333,0,0.18175286228103749,0.34652835119098163
9354,0,0,0.6666666666666666,0,0.18329258147327923,0.11378067605917253
27040,0,0,0.0,0,0.06853165577543517,0.05565803071592425
9701,0,0,0.0,0,0.05554716585090138,0.0584850992660985
24392,0,0,0.0,0,0.07095476044049384,0.04966275304081116
8871,0,0,0.0,0,0.01675714589064797,0.02609638485838881
4162,0,0,0.0,0,0.015505565785061697,0.024762142092335262
43571,0,1,0.6666666666666666,1,0.5113385239399684,0.5606042627538642
27568,0,0,0.0,0,0.23989446586314203,0.39230948350964184
30848,0,0,0.0,0,0.031150594495505845,0.04203366335379755
40171,1,0,0.6666666666666666,0,0.12492182551547323,0.10521668438223707
4630,0,0,0.0,0,0.004077231091007283,0.0180672837963673
27924,0,0,0.0,0,0.08111294727120276,0.062299779794855126
27754,0,0,0.0,0,0.04167380822704526,0.04201611277849096
10172,0,0,0.0,0,0.05690720905756165,0.047391420920458914
40377,0,0,0.0,0,0.022768991298689284,0.1373656796243892
30423,0,0,0.0,0,0.05540906044185383,0.06711000319061203
35075,0,0,0.0,0,0.02154308032847434,0.03190511719215402
22330,0,0,0.0,0,0.050874076404881986,0.03422650893641
26764,0,0,0.0,0,0.030204519998713843,0.04227950123983775
26002,0,0,0.0,0,0.016010299610802334,0.02518940811937309
25087,0,0,0.0,0,0.030718829393745782,0.03343265820289994
35945,0,0,0.0,0,0.1326309567295216,0.2684012311770902
8677,0,0,0.0,0,0.015085294283275858,0.025334354205372663
19454,0,0,0.0,0,0.046464482792852466,0.03990224326322991
4845,0,0,0.0,0,0.006341303572127963,0.023399890281243074
20727,0,0,0.0,0,0.0807377880274774,0.05702172167948674
20029,0,0,0.3333333333333333,0,0.09739843103896934,0.13336808003443273
37378,0,0,0.0,0,0.058476177219251274,0.08870450847228481
20844,0,0,0.0,0,0.0552255723034539,0.03761823015334819
31588,1,0,0.0,0,0.06602677791620686,0.08909620646864413
317,0,0,0.0,0,0.07884643205113111,0.05034965075800651
38326,1,0,0.3333333333333333,0,0.28432210388845575,0.19656161039702363
17646,0,0,0.0,0,0.022705892836458408,0.02432554074679856
800,0,0,0.3333333333333333,0,0.06534584343869039,0.04199526408572182
26182,0,0,0.0,0,0.07634481437905398,0.062015775368217375
13642,0,0,0.0,0,0.06905661731803732,0.06708682253405364
36054,0,0,0.3333333333333333,0,0.09524708102407609,0.17517080564192836
37118,0,0,0.0,0,0.0297391215416753,0.024649837911753368
27438,0,0,0.0,0,0.031234073240896693,0.03577158384208905
22894,0,0,0.0,0,0.007887031361557113,0.03320766323857942
28478,0,0,0.0,0,0.044994614583700195,0.04535936876253387
24891,0,0,0.3333333333333333,1,0.5959750040195305,0.4207500442811719
2740,0,0,0.0,0,0.014065534476196141,0.02373761484005535
1912,0,0,0.0,0,0.028361828073380328,0.03660654167425094
8761,0,0,0.0,0,0.007845307651148136,0.021391154119819494
756,0,0,0.0,0,0.035215056916821905,0.03868208330252044
13131,0,0,0.0,0,0.09577907536699594,0.09478758254309566
27669,0,0,0.0,0,0.06849210276189863,0.04030010169031835
18465,0,0,0.0,0,0.08629043759658098,0.057874004723784477
42505,0,0,0.3333333333333333,0,0.05203635608175957,0.06074979945146449
37276,0,0,0.0,0,0.057999875137358096,0.061558156991605946
22730,0,0,0.0,0,0.10004242908002786,0.07338370378434397
